Id	S	P	O	Found In	Section	Anchor	Kind of match	Text Segment	Anchor-URI
238	Charles Allom	Occupation	Decorator	Abstract	0	decorator	exact	Sir Charles Carrick Allom (1865–1947), grandson of architect Thomas Allom and painter Thomas Carrick, was an eminent British decorator	http://nif.dbpedia.org/wiki/en/Charles_Allom?dbpv=2016-10&nif=word&char=125,134
242	Charles Henry de Soysa	Occupation	Entrepreneur	Abstract	0	entrepreneur	exact	Sir Charles Henry de Soysa (3 March 1836 – 29 September 1890) was a Ceylonese entrepreneur	http://nif.dbpedia.org/wiki/en/Charles_Henry_de_Soysa?dbpv=2016-10&nif=word&char=78,90
245	Charles Querrie	Occupation	Manager	Abstract	0	General Manager of the Toronto Maple Leafs	partial	Charles Laurens Querrie (July 25, 1877 – April 5, 1950) was the first General Manager of the Toronto Maple Leafs	http://nif.dbpedia.org/wiki/en/Charles_Querrie?dbpv=2016-10&nif=phrase&char=70,112
247	Chen Sisi	Occupation	Film	Abstract	0	film	exact	Sisi Chen (simplified Chinese: 陈思思; traditional Chinese: 陳思思; pinyin: Chén Sīsī) (December 28, 1938 – October 7, 2007), born as Chen Limei (simplified Chinese: 陈丽梅; traditional Chinese: 陳麗梅; pinyin: Chén Lìméi), was a Chinese film	http://nif.dbpedia.org/wiki/en/Chen_Sisi?dbpv=2016-10&nif=word&char=226,230
250	Christian I. Nyby II	Occupation	Director	Abstract	0	television director	partial	Christian I. Nyby II (born Christian Ib Nyby June 1, 1941) is an American television director	http://nif.dbpedia.org/wiki/en/Christian_I._Nyby_II?dbpv=2016-10&nif=phrase&char=74,93
254	Chūsei Sone	Occupation	Director	Abstract	0	film director	partial	Chūsei Sone (曽根 中生 Sone Chūsei, 1 October 1937 – 26 August 2014) was a Japanese film director	http://nif.dbpedia.org/wiki/en/Chūsei_Sone?dbpv=2016-10&nif=phrase&char=80,93
254	Chūsei Sone	Occupation	Director	Section	1	Assistant director	partial	Chūsei Sone majored in Art History at Tohoku University, and graduated in 1962. Soon after graduation, he began work as an Assistant director	http://nif.dbpedia.org/wiki/en/Chūsei_Sone?dbpv=2016-10&nif=phrase&char=484,502
257	Clara Lago	Occupation	Actress	Section	1	Goya Award for Best New Actress	partial	In 2002 she starred in Carol's Journey, a film directed by Imanol Uribe for which Lago was nominated for a Goya Award for Best New Actress	http://nif.dbpedia.org/wiki/en/Clara_Lago?dbpv=2016-10&nif=phrase&char=436,467
257	Clara Lago	Occupation	Actress	Abstract	0	actress	exact	Clara Lago Grau (born 6 March 1990 in Torrelodones, Madrid, Spain) is a Spanish actress	http://nif.dbpedia.org/wiki/en/Clara_Lago?dbpv=2016-10&nif=word&char=80,87
258	Clara Perez	Occupation	Film	Abstract	0	film	exact	Clara Perez is a film	http://nif.dbpedia.org/wiki/en/Clara_Perez?dbpv=2016-10&nif=word&char=17,21
260	Clarence W. Wigington	Occupation	Architect	Section	4	Architecture of North Omaha, Nebraska	partial	 *  Architecture of North Omaha, Nebraska	http://nif.dbpedia.org/wiki/en/Clarence_W._Wigington?dbpv=2016-10&nif=phrase&char=4042,4080
260	Clarence W. Wigington	Occupation	Architect	Abstract	0	architect	exact	Clarence Wesley "Cap" Wigington (1883-1967) was an African-American architect	http://nif.dbpedia.org/wiki/en/Clarence_W._Wigington?dbpv=2016-10&nif=word&char=68,77
260	Clarence W. Wigington	Occupation	Architect	Abstract	0	municipal architect	partial	Clarence Wesley "Cap" Wigington (1883-1967) was an African-American architect who grew up in Omaha, Nebraska. After winning three first prizes in charcoal, pencil, and pen and ink at an art competition during the Trans-Mississippi Exposition in 1899, Wigington went on to become a renowned architect across the Midwestern United States, at a time when African-American architects were few. Wigington was the nation's first black municipal architect	http://nif.dbpedia.org/wiki/en/Clarence_W._Wigington?dbpv=2016-10&nif=phrase&char=429,448
260	Clarence W. Wigington	Occupation	Architect	Section	6	Cap Wigington, St. Paul's architect	partial	 *  Clarence Wigington in MNopedia, the Minnesota Encyclopedia   *  Wigington Pemberton Family papers, N194, Northwest Architectural Archives, University of Minnesota Libraries, Minneapolis, MN.  *  Cap Wigington, St. Paul's architect	http://nif.dbpedia.org/wiki/en/Clarence_W._Wigington?dbpv=2016-10&nif=phrase&char=4308,4344
260	Clarence W. Wigington	Occupation	Architect	Section	1	American Institute of Architects	partial	Clarence Wesley Wigington was born in Lawrence, Kansas, in 1883, but his family soon moved to Omaha, where he was raised in North Omaha's Walnut Hill neighborhood. After graduating from Omaha High School at the age of 15, Wigington left an Omaha art school in 1902 to work for Thomas R. Kimball, then president of the American Institute of Architects	http://nif.dbpedia.org/wiki/en/Clarence_W._Wigington?dbpv=2016-10&nif=phrase&char=1155,1187
262	Claudia Bermúdez	Occupation	Politician	Abstract	0	politician	exact	Claudia Bermúdez (born c 1954) is a Nicaraguan-American politician	http://nif.dbpedia.org/wiki/en/Claudia_Bermúdez?dbpv=2016-10&nif=word&char=56,66
265	Colin Prockter	Occupation	Actor	Abstract	0	actor	exact	Colin Prockter (born 4 June 1946) is an actor	http://nif.dbpedia.org/wiki/en/Colin_Prockter?dbpv=2016-10&nif=word&char=40,45
268	Constance Wu	Occupation	Actress	Section	2	Critics' Choice Television Award for Best Actress in a Comedy Series	partial	In 2015, she was nominated for Critics' Choice Television Award for Best Actress in a Comedy Series	http://nif.dbpedia.org/wiki/en/Constance_Wu?dbpv=2016-10&nif=phrase&char=2499,2567
273	D. Hamilton Jackson	Occupation	United	Abstract	0	United States Virgin Islands	partial	David Hamilton Jackson (September 28, 1884 – May 30, 1946) was a United States Virgin Islands	http://nif.dbpedia.org/wiki/en/D._Hamilton_Jackson?dbpv=2016-10&nif=phrase&char=65,93
274	Daheli Hall	Occupation	Actress	Abstract	0	actress	exact	Dahéli Hall is an American actress	http://nif.dbpedia.org/wiki/en/Daheli_Hall?dbpv=2016-10&nif=word&char=27,34
275	Damaine Radcliff	Occupation	Actor	Abstract	0	actor	exact	Damaine Anthony Radcliff (born June 7, 1983), more commonly known as Damaine Radcliff, is an American film actor	http://nif.dbpedia.org/wiki/en/Damaine_Radcliff?dbpv=2016-10&nif=word&char=107,112
278	Dan O'Dowd	Occupation	Manager	Abstract	0	General Manager	partial	Dan O'Dowd (born September 6, 1959) was the General Manager	http://nif.dbpedia.org/wiki/en/Dan_O'Dowd?dbpv=2016-10&nif=phrase&char=44,59
284	David I. Saperstein	Occupation	Entrepreneur	Abstract	0	entrepreneur	exact	David I. Saperstein (born 1941) is an American entrepreneur	http://nif.dbpedia.org/wiki/en/David_I._Saperstein?dbpv=2016-10&nif=word&char=47,59
285	David Ngoombujarra	Occupation	Actor	Section	2	Best Actor in a Supporting Role	partial	 *  AFI Best Supporting Actor in Television Drama for The Circuit (2007)  *  AFI Best Actor in a Supporting Role	http://nif.dbpedia.org/wiki/en/David_Ngoombujarra?dbpv=2016-10&nif=phrase&char=1541,1572
285	David Ngoombujarra	Occupation	Actor	Section	2	Best Supporting Actor in Television Drama	partial	 *  AFI Best Supporting Actor in Television Drama	http://nif.dbpedia.org/wiki/en/David_Ngoombujarra?dbpv=2016-10&nif=phrase&char=1468,1509
286	David Speers	Occupation	Journalist	Abstract	0	journalist	exact	David Speers is an Australian journalist	http://nif.dbpedia.org/wiki/en/David_Speers?dbpv=2016-10&nif=word&char=30,40
287	David Warshofsky	Occupation	Actor	Abstract	0	actor	exact	David Warshofsky (born February 23, 1961) is an American film/television actor	http://nif.dbpedia.org/wiki/en/David_Warshofsky?dbpv=2016-10&nif=word&char=73,78
293	Don Alhart	Occupation	Anchor	Abstract	0	news anchor	partial	Don Alhart (born May 15, 1944) is the main news anchor	http://nif.dbpedia.org/wiki/en/Don_Alhart?dbpv=2016-10&nif=phrase&char=43,54
296	Doreen Keogh	Occupation	Actress	Abstract	0	actress	exact	Doreen Keogh (born 5 February 1926 Dublin, Ireland) is an Irish-born actress	http://nif.dbpedia.org/wiki/en/Doreen_Keogh?dbpv=2016-10&nif=word&char=69,76
299	Doug Young (voice actor)	Occupation	Actor	Abstract	0	voice actor	partial	Douglas "Doug" Young is an American voice actor	http://nif.dbpedia.org/wiki/en/Doug_Young_(voice_actor)?dbpv=2016-10&nif=phrase&char=36,47
303	E. Beatrice Riley	Occupation	Supercentenarian	Abstract	0	supercentenarian	exact	Emily Beatrice "Bea" Riley (née Ogilvy; 13 October 1896 – 15 May 2009) was a supercentenarian	http://nif.dbpedia.org/wiki/en/E._Beatrice_Riley?dbpv=2016-10&nif=word&char=77,93
305	Earl Hurd	Occupation	Animator	Abstract	0	animator	exact	Earl Hurd (September 14, 1880 – September 28, 1940) was a pioneering American animator	http://nif.dbpedia.org/wiki/en/Earl_Hurd?dbpv=2016-10&nif=word&char=78,86
307	Ebenezer Rhodes	Occupation	Topographer	Abstract	0	topographer	exact	Ebenezer Rhodes (1762–1839) was an English topographer	http://nif.dbpedia.org/wiki/en/Ebenezer_Rhodes?dbpv=2016-10&nif=word&char=43,54
313	Edmund Eysler	Occupation	Composer	Abstract	0	composer	exact	Edmund Samuel Eysler (12 March 1874 – 4 October 1949), was an Austrian composer	http://nif.dbpedia.org/wiki/en/Edmund_Eysler?dbpv=2016-10&nif=word&char=71,79
315	Eduard Tisse	Occupation	Cinematographer	Abstract	0	cinematographer	exact	Eduard Kazimirovich Tisse (Russian: Эдуа́рд Казими́рович Тиссэ́, Latvian: Eduards Tisē; 13 April 1897, – 18 November 1961) was a Soviet cinematographer	http://nif.dbpedia.org/wiki/en/Eduard_Tisse?dbpv=2016-10&nif=word&char=136,151
321	Elaine Kowalsky	Occupation	Printmaker	Abstract	0	printmaker	exact	Elaine Kowalsky (September 24, 1948 – September 17, 2005) was a Canadian printmaker	http://nif.dbpedia.org/wiki/en/Elaine_Kowalsky?dbpv=2016-10&nif=word&char=73,83
322	Elena Korikova	Occupation	Actress	Section	1	actress	exact	In summer 1998, he moved with his family to New York, where he tried his hand as a model and actress	http://nif.dbpedia.org/wiki/en/Elena_Korikova?dbpv=2016-10&nif=word&char=1546,1553
324	Eleonora de Cisneros	Occupation	Singer	Section	8	The grand opera singers of today: an account of the leading operatic stars who have sung during recent years, together with a sketch of the chief operatic enterprises	partial	 * Carson, Lionel (1919). The Stage Year Book. Stage Offices.  * Cheney, John Vance; Francis Hovey Stoddard, John Raymond Howard; Charles Francis Richardson (1904). The World's Best Poetry .. J.D. Morris.  * Commire, Anne (1999). Women in World History. Gale. ISBN 0-7876-4062-X.  * Commire, Anne (2007). Dictionary of Women Worldwide. Gale. ISBN 0-7876-7676-4.  * James, Edward & Janet; Boyer, Paul S. (1971). Notable American Women, 1607-1950: A Biographical Dictionary. Harvard University Press. ISBN 978-0-674-62734-5.  * Kutsch, K. J.; Riemens, Leo (1969). A concise biographical dictionary of singers: from the beginning of recorded sound to the present. Chilton Book Co.  * Lahee, Henry Charles (1912). The grand opera singers of today: an account of the leading operatic stars who have sung during recent years, together with a sketch of the chief operatic enterprises	http://nif.dbpedia.org/wiki/en/Eleonora_de_Cisneros?dbpv=2016-10&nif=phrase&char=8092,8258
324	Eleonora de Cisneros	Occupation	Singer	Section	8	The Grove Book of Opera Singers	partial	 * Carson, Lionel (1919). The Stage Year Book. Stage Offices.  * Cheney, John Vance; Francis Hovey Stoddard, John Raymond Howard; Charles Francis Richardson (1904). The World's Best Poetry .. J.D. Morris.  * Commire, Anne (1999). Women in World History. Gale. ISBN 0-7876-4062-X.  * Commire, Anne (2007). Dictionary of Women Worldwide. Gale. ISBN 0-7876-7676-4.  * James, Edward & Janet; Boyer, Paul S. (1971). Notable American Women, 1607-1950: A Biographical Dictionary. Harvard University Press. ISBN 978-0-674-62734-5.  * Kutsch, K. J.; Riemens, Leo (1969). A concise biographical dictionary of singers: from the beginning of recorded sound to the present. Chilton Book Co.  * Lahee, Henry Charles (1912). The grand opera singers of today: an account of the leading operatic stars who have sung during recent years, together with a sketch of the chief operatic enterprises. L.C. Page and Company.  * Macy, Laura Williams (2008). The Grove Book of Opera Singers	http://nif.dbpedia.org/wiki/en/Eleonora_de_Cisneros?dbpv=2016-10&nif=phrase&char=8315,8346
324	Eleonora de Cisneros	Occupation	Singer	Section	8	A concise biographical dictionary of singers: from the beginning of recorded sound to the present	partial	 * Carson, Lionel (1919). The Stage Year Book. Stage Offices.  * Cheney, John Vance; Francis Hovey Stoddard, John Raymond Howard; Charles Francis Richardson (1904). The World's Best Poetry .. J.D. Morris.  * Commire, Anne (1999). Women in World History. Gale. ISBN 0-7876-4062-X.  * Commire, Anne (2007). Dictionary of Women Worldwide. Gale. ISBN 0-7876-7676-4.  * James, Edward & Janet; Boyer, Paul S. (1971). Notable American Women, 1607-1950: A Biographical Dictionary. Harvard University Press. ISBN 978-0-674-62734-5.  * Kutsch, K. J.; Riemens, Leo (1969). A concise biographical dictionary of singers: from the beginning of recorded sound to the present	http://nif.dbpedia.org/wiki/en/Eleonora_de_Cisneros?dbpv=2016-10&nif=phrase&char=7944,8041
325	Elias Tcherikower	Occupation	Historian	Abstract	0	historian	exact	Elias Tcherikower, Eliahu Tcherikower, Elias Tscherikower, I. M. Cherikover (1881-1943), was a Russian-born Jewish historian	http://nif.dbpedia.org/wiki/en/Elias_Tcherikower?dbpv=2016-10&nif=word&char=115,124
328	Emilio Ruiz del Río	Occupation	Film	Section	1	foreign film	partial	Emilio Ruiz del Río continued to work up until his death in 2007. He was currently working on Luz de Domingo (Sunday Light) by Spanish director José Luis Garci when he died. Garci's film was chosen to compete for Spain's nomination for an Academy Award for best foreign film	http://nif.dbpedia.org/wiki/en/Emilio_Ruiz_del_Río?dbpv=2016-10&nif=phrase&char=899,911
328	Emilio Ruiz del Río	Occupation	Film	Section	1	filmography	partial	Ruiz del Río's filmography	http://nif.dbpedia.org/wiki/en/Emilio_Ruiz_del_Río?dbpv=2016-10&nif=word&char=196,207
328	Emilio Ruiz del Río	Occupation	Film	Abstract	0	film	exact	Emilio Ruiz del Río (1923 – September 14, 2007) was a Spanish film	http://nif.dbpedia.org/wiki/en/Emilio_Ruiz_del_Río?dbpv=2016-10&nif=word&char=62,66
330	Emma Crosby	Occupation	Newsreader	Abstract	0	television newsreader	partial	Emma Catherine Crosby (born 5 June 1977), is a British television newsreader	http://nif.dbpedia.org/wiki/en/Emma_Crosby?dbpv=2016-10&nif=phrase&char=55,76
333	Eric Asimov	Occupation	Critic	Abstract	0	food critic	partial	Eric Asimov (born July 17, 1957) is an American wine critic and food critic	http://nif.dbpedia.org/wiki/en/Eric_Asimov?dbpv=2016-10&nif=phrase&char=64,75
334	Erik Haaest	Occupation	Journalist	Abstract	0	journalist	exact	Erik Haaest (14 March 1935 – 23 January 2012) was a controversial Danish journalist	http://nif.dbpedia.org/wiki/en/Erik_Haaest?dbpv=2016-10&nif=word&char=73,83
337	Ernest Pagano	Occupation	Screenwriter	Abstract	0	screenwriter	exact	Ernest S. Pagano (January 16, 1901 – April 29, 1953) was an American screenwriter	http://nif.dbpedia.org/wiki/en/Ernest_Pagano?dbpv=2016-10&nif=word&char=69,81
339	Errol Black	Occupation	Professor	Section	1	Professor Emeritus	partial	Black was born September 6, 1939 in Brandon, Manitoba. He taught for many years in the fields of Economics and Industrial Relations at Brandon University, where he later became Professor Emeritus	http://nif.dbpedia.org/wiki/en/Errol_Black?dbpv=2016-10&nif=phrase&char=388,406
345	Farid Raymond-Anthony	Occupation	Writer	Abstract	0	writer	exact	Farid Raymond Anthony (born in 1933 in Freetown) is a Sierra Leonean writer	http://nif.dbpedia.org/wiki/en/Farid_Raymond-Anthony?dbpv=2016-10&nif=word&char=69,75
346	Felix Alvarez	Occupation	LGBT	Abstract	0	LGBT	exact	Felix Alvarez OBE (11 October 1951) is a Gibraltarian LGBT	http://nif.dbpedia.org/wiki/en/Felix_Alvarez?dbpv=2016-10&nif=word&char=54,58
346	Felix Alvarez	Occupation	LGBT	Section	2.1	LGBT rights in the United Kingdom	partial	(See also: LGBT rights in the United Kingdom	http://nif.dbpedia.org/wiki/en/Felix_Alvarez?dbpv=2016-10&nif=phrase&char=1332,1365
346	Felix Alvarez	Occupation	LGBT	Section	2.2	LGBT rights in Gibraltar	partial	(Main article: LGBT rights in Gibraltar	http://nif.dbpedia.org/wiki/en/Felix_Alvarez?dbpv=2016-10&nif=phrase&char=2478,2502
349	Fletcher O'Leary	Occupation	Actor	Abstract	0	child actor	partial	Fletcher O'Leary (born 10 June 1997) is an Australian child actor	http://nif.dbpedia.org/wiki/en/Fletcher_O'Leary?dbpv=2016-10&nif=phrase&char=54,65
351	Franca Valeri	Occupation	Actress	Abstract	0	actress	exact	Franca Valeri (born 31 July 1920) is an Italian actress	http://nif.dbpedia.org/wiki/en/Franca_Valeri?dbpv=2016-10&nif=word&char=48,55
