Id	S	P	O	Found In	Section	Anchor	Kind of match	Text Segment	Anchor-URI
43	Adam Hochschild	Spouse	Arlie Russell Hochschild	Section	1	Arlie Russell Hochschild	exact	A longtime lecturer at the Graduate School of Journalism at the University of California, Berkeley, Hochschild has also been a Fulbright Lecturer in India, Regents' Lecturer at the University of California, Santa Cruz and Writer-in-Residence at the Department of History, University of Massachusetts at Amherst. He is married to sociologist Arlie Russell Hochschild	http://nif.dbpedia.org/wiki/en/Adam_Hochschild?dbpv=2016-10&nif=phrase&char=1494,1518
44	Bunker Roy	Spouse	Aruna Roy	Section	1	Aruna Roy	exact	In 1970, he married Aruna Roy	http://nif.dbpedia.org/wiki/en/Bunker_Roy?dbpv=2016-10&nif=phrase&char=521,530
45	James Harris Simons	Spouse	Barbara Simons	Section	4	Barbara Simons	exact	Simons and his second wife, Marilyn Hawrys Simons, co-founded the Simons Foundation in 1994, a charitable organization that supports projects related to education and health, in addition to scientific research. In memory of his son Paul, whom he had with his first wife, Barbara Simons	http://nif.dbpedia.org/wiki/en/James_Harris_Simons?dbpv=2016-10&nif=phrase&char=5580,5594
46	Andrzej Wajda	Spouse	Beata Tyszkiewicz	Section	5	Beata Tyszkiewicz	exact	Wajda was married four times. His third wife was actress Beata Tyszkiewicz	http://nif.dbpedia.org/wiki/en/Andrzej_Wajda?dbpv=2016-10&nif=phrase&char=8674,8691
47	Talisa Soto	Spouse	Benjamin Bratt	Section	2.2	Benjamin Bratt	exact	Soto has participated in more than twenty films, among which are: Mortal Kombat (1995) as Kitana; Island of the Dead as Melissa O'Keefe; Piñero (2001) as Sugar, starring Benjamin Bratt	http://nif.dbpedia.org/wiki/en/Talisa_Soto?dbpv=2016-10&nif=phrase&char=1782,1796
47	Talisa Soto	Spouse	Benjamin Bratt	Section	3	Benjamin Bratt	exact	In 1997, Soto married actor Costas Mandylor and they were divorced in 2000. She married actor Benjamin Bratt	http://nif.dbpedia.org/wiki/en/Talisa_Soto?dbpv=2016-10&nif=phrase&char=2647,2661
50	Céline Bara	Spouse	Cyrille Bara	Section	1	Cyrille Bara	exact	Céline Bara was born in Antony and grew up in banlieues of Paris. She married Cyrille Bara	http://nif.dbpedia.org/wiki/en/Céline_Bara?dbpv=2016-10&nif=phrase&char=204,216
50	Céline Bara	Spouse	Cyrille Bara	Section	4	Cyrille Bara	exact	 *  2008 :La Sodomite, Céline Bara's biography by Cyrille Bara  *  2011 :BARASUTRA, The Céline Bara's Kamasutra. Comic drawn by Cyrille Bara	http://nif.dbpedia.org/wiki/en/Céline_Bara?dbpv=2016-10&nif=phrase&char=2220,2232
50	Céline Bara	Spouse	Cyrille Bara	Section	4	Cyrille Bara	exact	 *  2008 :La Sodomite, Céline Bara's biography by Cyrille Bara	http://nif.dbpedia.org/wiki/en/Céline_Bara?dbpv=2016-10&nif=phrase&char=2142,2154
51	Alastair Dunnett	Spouse	Dorothy Dunnett	Abstract	0	Dorothy Dunnett	exact	Dunnett married Dorothy Halliday on 17 September 1946; as Dorothy Dunnett	http://nif.dbpedia.org/wiki/en/Alastair_Dunnett?dbpv=2016-10&nif=phrase&char=983,998
56	Savitri (actress)	Spouse	Gemini Ganesan	Section	2	Gemini Ganesan	exact	Savitri was married to Gemini Ganesan	http://nif.dbpedia.org/wiki/en/Savitri_(actress)?dbpv=2016-10&nif=phrase&char=2172,2186
58	Eleanor Silliman Belknap Humphrey	Spouse	Lewis Craig Humphrey	Section	7	Lewis Craig Humphrey's	partial	She died on June 24, 1964 in Coconut Grove at the age of 88 and was buried in the Humphrey family plot in Louisville's Cave Hill Cemetery, the cemetery for which her husband Lewis Craig Humphrey's	http://nif.dbpedia.org/wiki/en/Eleanor_Silliman_Belknap_Humphrey?dbpv=2016-10&nif=phrase&char=8360,8382
58	Eleanor Silliman Belknap Humphrey	Spouse	Lewis Craig Humphrey	Section	6	Lewis Craig Humphrey	exact	Eleanor Belknap Humphrey was the wife of newspaper editor Lewis Craig Humphrey	http://nif.dbpedia.org/wiki/en/Eleanor_Silliman_Belknap_Humphrey?dbpv=2016-10&nif=phrase&char=6864,6884
58	Eleanor Silliman Belknap Humphrey	Spouse	Lewis Craig Humphrey	Section	5	Lewis Craig Humphrey	exact	Eleanor was the wife and widow of Louisville Herald Post editor Lewis Craig Humphrey (1875–1927), and her father-in-law was Edward William Cornelius Humphrey (1844–1917). She married Lewis Craig Humphrey	http://nif.dbpedia.org/wiki/en/Eleanor_Silliman_Belknap_Humphrey?dbpv=2016-10&nif=phrase&char=5105,5125
58	Eleanor Silliman Belknap Humphrey	Spouse	Lewis Craig Humphrey	Section	5	Lewis Craig Humphrey	exact	Eleanor was the wife and widow of Louisville Herald Post editor Lewis Craig Humphrey	http://nif.dbpedia.org/wiki/en/Eleanor_Silliman_Belknap_Humphrey?dbpv=2016-10&nif=phrase&char=4986,5006
58	Eleanor Silliman Belknap Humphrey	Spouse	Lewis Craig Humphrey	Section	5	Lewis Craig Humphrey	exact	Her husband Lewis Craig Humphrey	http://nif.dbpedia.org/wiki/en/Eleanor_Silliman_Belknap_Humphrey?dbpv=2016-10&nif=phrase&char=5552,5572
59	Cécile Brunschvicg	Spouse	Léon Brunschvicg	Abstract	0	Léon Brunschvicg	exact	She was born into a Jewish middle-class, republican family. Her familial environment was not inclined to let women study, especially not when they were over 17. Already a "liberated" woman (for the time), it was her meeting, and subsequent marriage to, Léon Brunschvicg	http://nif.dbpedia.org/wiki/en/Cécile_Brunschvicg?dbpv=2016-10&nif=phrase&char=527,543
60	Anna Haining Bates	Spouse	Martin Van Buren Bates	Abstract	0	Martin Van Buren Bates	exact	Anna Haining Bates, born Anna Haining Swan (August 6, 1846 – August 5, 1888), was a Canadian from Mill Brook, New Annan (near present-day Tatamagouche), Colchester County, Nova Scotia, famed for her great height, believed to be 2.43 m (7'11½") at the peak of her stature. Her parents were of average height and were Scottish immigrants. Some have argued that Anna was 7'6" but it is known from pictures and both families, i.e. Swan and Bates, that she was a few inches taller than her husband Martin Van Buren Bates	http://nif.dbpedia.org/wiki/en/Anna_Haining_Bates?dbpv=2016-10&nif=phrase&char=493,515
60	Anna Haining Bates	Spouse	Martin Van Buren Bates	Section	2	Martin Van Buren Bates	exact	When visiting a circus in Halifax with which Martin Van Buren Bates	http://nif.dbpedia.org/wiki/en/Anna_Haining_Bates?dbpv=2016-10&nif=phrase&char=2621,2643
63	Joan Bakewell	Spouse	Michael Bakewell	Section	1	Michael Bakewell	exact	From 1962 to 1969, she had an affair with Harold Pinter while she was married to Michael Bakewell	http://nif.dbpedia.org/wiki/en/Joan_Bakewell?dbpv=2016-10&nif=phrase&char=976,992
65	Loret Miller Ruppe	Spouse	Philip Ruppe	Section	1	Philip Ruppe	exact	Loret Miller married Philip Ruppe	http://nif.dbpedia.org/wiki/en/Loret_Miller_Ruppe?dbpv=2016-10&nif=phrase&char=549,561
65	Loret Miller Ruppe	Spouse	Philip Ruppe	Abstract	0	Philip Ruppe	exact	Loret Miller Ruppe (1936–1996) was a Director of the Peace Corps and US Ambassador to Norway. She was the wife of U. S. Congressman Philip Ruppe	http://nif.dbpedia.org/wiki/en/Loret_Miller_Ruppe?dbpv=2016-10&nif=phrase&char=132,144
66	Alfred Bester	Spouse	Rolly Bester	Section	1	Rolly Bester	exact	Bester and Rolly Goulko married in 1936. Rolly Bester	http://nif.dbpedia.org/wiki/en/Alfred_Bester?dbpv=2016-10&nif=phrase&char=1682,1694
68	Éamon de Valera	Spouse	Sinéad de Valera	Section	15	Sinéad de Valera	exact	Éamon de Valera died in Linden Convalescent Home, Blackrock, County Dublin on 29 August 1975 aged 92. His wife, Sinéad de Valera	http://nif.dbpedia.org/wiki/en/Éamon_de_Valera?dbpv=2016-10&nif=phrase&char=49796,49812
70	Iichirō Hatoyama	Spouse	Yasuko Hatoyama	Section	2	Yasuko Hatoyama	exact	His wife, Yasuko Hatoyama	http://nif.dbpedia.org/wiki/en/Iichirō_Hatoyama?dbpv=2016-10&nif=phrase&char=1515,1530
71	Darth Vader	Spouse	Padmé Amidala	Section	2.1.2	Padmé Amidala	exact	Anakin first appears in the prequel trilogy as a slave living on the planet Tatooine in The Phantom Menace, which takes place 32 years before Star Wars. Anakin has no father, and is raised by his mother Shmi Skywalker. Anakin is able to foresee the future and is also a pilot and mechanic who creates the protocol droid, C-3PO. Jedi Master Qui-Gon Jinn meets Anakin when he makes an emergency landing on Tatooine, and discovers that Anakin's blood has an unusually high level of midi-chlorians. He becomes convinced that Anakin is the "Chosen One" of Jedi prophecy who will bring balance to the Force. Anakin wins his freedom in a podrace but is forced to leave his mother behind. During the journey to Coruscant, he forms a close bond with Padmé Amidala	http://nif.dbpedia.org/wiki/en/Darth_Vader?dbpv=2016-10&nif=phrase&char=10471,10484
71	Darth Vader	Spouse	Padmé Amidala	Section	1	Padmé Amidala	exact	Michael Kaminski, in The Secret History of Star Wars, offers evidence that issues in Anakin's fall to the dark side prompted Lucas to make massive story changes, first revising the opening sequence of the third prequel, Star Wars: Episode III – Revenge of the Sith, to have Palpatine kidnapped and his apprentice, Count Dooku, murdered by Anakin as the first act in the latter's turn towards the dark side. After principal photography was complete in 2003, Lucas made even more massive changes in Anakin's character, re-writing his entire turn to the dark side; his fall from grace would now be motivated by a desire to save his wife, Padmé Amidala	http://nif.dbpedia.org/wiki/en/Darth_Vader?dbpv=2016-10&nif=phrase&char=4836,4849
71	Darth Vader	Spouse	Padmé Amidala	Abstract	0	Padmé Amidala	exact	The character was created by George Lucas and has been portrayed by numerous actors. His appearances span the first six Star Wars films, and his character is heavily referenced in Star Wars: The Force Awakens. He is also an important character in the Star Wars expanded universe of television series, video games, novels, literature and comic books. Originally a Jedi prophesied to bring balance to the Force, he falls to the dark side of the Force and serves the evil Galactic Empire at the right hand of his Sith master, Emperor Palpatine (also known as Darth Sidious). He is also the father of Luke Skywalker and Princess Leia Organa, grandfather of Kylo Ren, and secret husband of Padmé Amidala	http://nif.dbpedia.org/wiki/en/Darth_Vader?dbpv=2016-10&nif=phrase&char=998,1011
72	John Ashley (actor)	Spouse	Deborah Walley	Section	3	Deborah Walley	exact	Ashley married actress Deborah Walley	http://nif.dbpedia.org/wiki/en/John_Ashley_(actor)?dbpv=2016-10&nif=phrase&char=4125,4139
74	Miklós Horthy	Spouse	Magdolna Purgly	Section	1	Magdolna Purgly	exact	As a young man, Horthy travelled around the world and served as a diplomat for the Austro-Hungarian Empire in Turkey and other countries. Horthy married Magdolna Purgly	http://nif.dbpedia.org/wiki/en/Miklós_Horthy?dbpv=2016-10&nif=phrase&char=3898,3913
74	Miklós Horthy	Spouse	Magdolna Purgly	Section	4	Magdolna Purgly de Jószáshely	partial	Horthy married Magdolna Purgly de Jószáshely	http://nif.dbpedia.org/wiki/en/Miklós_Horthy?dbpv=2016-10&nif=phrase&char=46921,46950
75	Denise Donlon	Spouse	Murray McLauchlan	Section	3	Murray McLauchlan	exact	Donlon is married to Murray McLauchlan	http://nif.dbpedia.org/wiki/en/Denise_Donlon?dbpv=2016-10&nif=phrase&char=2578,2595
76	Joan Collins	Spouse	Maxwell Reed	Section	3.1	Maxwell Reed	exact	Collins has been married five times, first to Northern Irish actor Maxwell Reed	http://nif.dbpedia.org/wiki/en/Joan_Collins?dbpv=2016-10&nif=phrase&char=10955,10967
77	Joan Collins	Spouse	Peter Holm	Section	3.1	Peter Holm	exact	Collins has been married five times, first to Northern Irish actor Maxwell Reed, whom she married on 24 May 1952 after he allegedly raped her, and divorced in 1956. She then married Anthony Newley in 1963 and Ron Kass in 1972; she had two children, Tara and Sacha, with Newley and her third, Katyana, with Kass. Collins's marriage to Kass ended in divorce in 1983. On 3 November 1985, Collins married Swedish singer Peter Holm	http://nif.dbpedia.org/wiki/en/Joan_Collins?dbpv=2016-10&nif=phrase&char=11304,11314
78	Kimora Lee Simmons	Spouse	Russell Simmons	Section	3.1	Russell Simmons	exact	Lee met Russell Simmons	http://nif.dbpedia.org/wiki/en/Kimora_Lee_Simmons?dbpv=2016-10&nif=phrase&char=5917,5932
79	Sweyn Forkbeard	Spouse	Sigrid the Haughty	Section	4	Sigrid the Haughty	exact	Sweyn had eight children with Sigrid the Haughty	http://nif.dbpedia.org/wiki/en/Sweyn_Forkbeard?dbpv=2016-10&nif=phrase&char=9740,9758
80	Nicolae Ceaușescu	Spouse	Elena Ceaușescu	Section	5	Elena Ceaușescu	exact	Nicolae and Elena Ceaușescu	http://nif.dbpedia.org/wiki/en/Nicolae_Ceaușescu?dbpv=2016-10&nif=phrase&char=44437,44452
80	Nicolae Ceaușescu	Spouse	Elena Ceaușescu	Section	3.3	Trial of Nicolae and Elena Ceaușescu	partial	(Main article: Trial of Nicolae and Elena Ceaușescu	http://nif.dbpedia.org/wiki/en/Nicolae_Ceaușescu?dbpv=2016-10&nif=phrase&char=28338,28374
82	André Breton	Spouse	Jacqueline Lamba	Section	1.5	Jacqueline Lamba	exact	 *  His first wife, from 1921 to 1931, was Simone Collinet, née Simone Kahn (1897–1980).  *  His second wife was Jacqueline Lamba	http://nif.dbpedia.org/wiki/en/André_Breton?dbpv=2016-10&nif=phrase&char=9299,9315
83	Aaron Burr	Spouse	Eliza Jumel	Section	4	Eliza Jumel	exact	In 1833, at age 77, Burr married Eliza Jumel	http://nif.dbpedia.org/wiki/en/Aaron_Burr?dbpv=2016-10&nif=phrase&char=33520,33531
84	Isabelle Sadoyan	Spouse	Jean Bouise	Abstract	0	Jean Bouise	exact	Isabelle Sadoyan (born 12 May 1928) is a French actress. She was the wife of actor Jean Bouise	http://nif.dbpedia.org/wiki/en/Isabelle_Sadoyan?dbpv=2016-10&nif=phrase&char=83,94
85	Ibrahim Ismail of Johor	Spouse	Raja Zarith Sofia	Section	2	Permaisuri Raja Zarith Sofia	partial	Sultan Ibrahim married Permaisuri Raja Zarith Sofia	http://nif.dbpedia.org/wiki/en/Ibrahim_Ismail_of_Johor?dbpv=2016-10&nif=phrase&char=4177,4205
86	Werner Herzog	Spouse	Lena Herzog	Section	5	Lena Herzog	exact	In 1996, Herzog moved to the United States. In 1999, he married photographer Elena Pisetski, now Lena Herzog	http://nif.dbpedia.org/wiki/en/Werner_Herzog?dbpv=2016-10&nif=phrase&char=20692,20703
88	Richard Burton	Spouse	Suzy Miller	Section	3	Suzy Miller	exact	The relationship Burton and Taylor portrayed in the film Who's Afraid of Virginia Woolf? was popularly likened to their real-life marriage. Burton disagreed with others about Taylor's famed beauty, saying that calling her "the most beautiful woman in the world is absolute nonsense. She has wonderful eyes, but she has a double chin and an overdeveloped chest, and she's rather short in the leg." In August 1976, a month after his second divorce from Taylor, Burton married model Suzy Miller	http://nif.dbpedia.org/wiki/en/Richard_Burton?dbpv=2016-10&nif=phrase&char=67027,67038
90	Mark Kermode	Spouse	Linda Ruth Williams	Section	6	Linda Ruth Williams	exact	Kermode lives in Brockenhurst, Hampshire, with his wife, Linda Ruth Williams	http://nif.dbpedia.org/wiki/en/Mark_Kermode?dbpv=2016-10&nif=phrase&char=6977,6996
91	Arkan	Spouse	Ceca 	Section	8	Ceca Veličković	partial	Since 1993, Ražnatović had been involved with folk singer Ceca Veličković	http://nif.dbpedia.org/wiki/en/Arkan?dbpv=2016-10&nif=phrase&char=23909,23924
92	John Gavin	Spouse	Constance Towers	Section	4	Constance Towers	exact	Gavin has been married to Constance Towers	http://nif.dbpedia.org/wiki/en/John_Gavin?dbpv=2016-10&nif=phrase&char=14579,14595
93	Chris Hemsworth	Spouse	Elsa Pataky	Section	4	Elsa Pataky	exact	Hemsworth began dating Spanish actress Elsa Pataky	http://nif.dbpedia.org/wiki/en/Chris_Hemsworth?dbpv=2016-10&nif=phrase&char=6622,6633
94	Luc Besson	Spouse	Maïwenn	Section	3	Maïwenn Le Besco	partial	Besson's second wife was actress Maïwenn Le Besco	http://nif.dbpedia.org/wiki/en/Luc_Besson?dbpv=2016-10&nif=phrase&char=8230,8246
