number of equals = 2951
number of contains = 176
notInAbstractList = 6906
Appoaches:
	Sbj-Obj = 2313
	Pronoun-Obj = 814
Extraction:
	In Sentence = 2969
	In Paragraph = 158
Blank Sentences = 7
Kind of Match	Section	Extraction	Approach	Blank Sentence	NIF-Anchor	Subject	Relation	Object	Sentence	Context
Equal	Abstract	In Sentence	Sbj-Obj		George Mason V	http://dbpedia.org/resource/George_Mason_VI	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/George_Mason_V	Mason was the eldest son of planter and businessman George Mason V	George Mason VI (August 11, 1786 - August 21, 1834) was a prominent Virginia planter. Mason was the eldest son of planter and businessman George Mason V and grandson of United States patriot, statesman, and delegate from Virginia to the United States Constitutional Convention, George Mason.	
Equal	Abstract	In Sentence	Sbj-Obj		Henry Ernest of Stolberg-Wernigerode	http://dbpedia.org/resource/Christian_Frederick_of_Stolberg-Wernigerode	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Henry_Ernest_of_Stolberg-Wernigerode	Christian Frederick of Stolberg-Wernigerode (German: Christian Friedrich (Graf) zu Stolberg-Wernigerode; 8 January 1746, Wernigerode Castle – 26 May 1824, Peterwaldau) was the only son of Count Henry Ernest of Stolberg-Wernigerode	Count Christian Frederick of Stolberg-Wernigerode (German: Christian Friedrich (Graf) zu Stolberg-Wernigerode; 8 January 1746, Wernigerode Castle – 26 May 1824, Peterwaldau) was the only son of Count Henry Ernest of Stolberg-Wernigerode, whom he succeeded as ruler of the County of Wernigerode in 1778.	
Equal	Abstract	In Sentence	Sbj-Obj		Jack Watling	http://dbpedia.org/resource/Deborah_Watling	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Jack_Watling	Watling was born at Fulmer, Buckinghamshire, the daughter of actors Jack Watling	Deborah Watling (born 2 January 1948) is an English actress best known for her role as Victoria Waterfield, a companion of the Second Doctor in the BBC television series Doctor Who. Watling was born at Fulmer, Buckinghamshire, the daughter of actors Jack Watling and Patricia Hicks. Her sister Dilys and her brother Giles are also actors. Beginning as a child actress, she had a regular role as the niece of Peter Brady in The Invisible Man (1958) television series. She was later cast for the lead role in Alice (1965), Dennis Potter's version of Alice's Adventures in Wonderland, for the BBC's The Wednesday Play, a small role in That'll Be the Day (1973) and as Norma Baker in the ITV series Danger UXB (1979). She also co-starred with Cliff Richard in the 1973 film Take Me High. Watling played Victoria in Doctor Who from 1967 to 1968, though owing to the BBC's wiping policy of the time, The Tomb of the Cybermen (1967) and The Enemy of the World (1967-1968) are the only serials in which she appeared that still exist in their entirety. She also appeared in Dimensions in Time (1993) and Downtime (1995). Watling has also appeared in the Doctor Who audio drama Three's a Crowd and regularly attends Doctor Who conventions and events. In November 2013 she appeared in the one-off 50th anniversary comedy homage The Five(ish) Doctors Reboot.	
Equal	Abstract	In Paragraph	Sbj-Obj		Jack Watling	http://dbpedia.org/resource/Dilys_Watling	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Jack_Watling	Dilys Watling (born 5 May 1943 in Fulmer Chase, Buckinghamshire) is an English actress, best known for appearing on British television (Coronation Street, The Benny Hill Show and The Two Ronnies). The daughter of actor Jack Watling	Dilys Watling (born 5 May 1943 in Fulmer Chase, Buckinghamshire) is an English actress, best known for appearing on British television (Coronation Street, The Benny Hill Show and The Two Ronnies). The daughter of actor Jack Watling, she attended St Mary's Convent School, Woodford, Essex, and, later, acting school. She went on to act in repertory theatre and at the Bristol Old Vic. Watling was nominated for the Tony Award for Best Leading Actress in a Musical for her Broadway debut in the short-lived Georgy in 1970. It proved to be her sole Broadway credit. Other stage credits include: the musical Pickwick (1964), an adaptation of Dickens's The Pickwick Papers; the role of the Beggar Woman in the 1980 London cast of Sweeney Todd in the West End; and the West End multi-media Dave Clark rock musical Time (1986). She also made occasional film appearances including roles in the comedy Two Left Feet (1963) and the horror film Theatre of Death (1967).	
Equal	Abstract	In Sentence	Sbj-Obj		John Dykstra	http://dbpedia.org/resource/Chloe_Dykstra	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/John_Dykstra	Dykstra was born in Los Angeles, California, and is the daughter of John Dykstra	Chloe Frances Dykstra (born September 15, 1988) is an American actress, cosplayer, and model. She produces and co-hosts a web series Just Cos for the Nerdist Industries' YouTube channel and is a cast member of the SyFy show Heroes of Cosplay. She is also a freelance game journalist for a number of websites. She was featured in a Daily Dot article for her parody photo essay of Me and My Place photos. Dykstra was born in Los Angeles, California, and is the daughter of John Dykstra.	
Equal	Abstract	In Sentence	Pronoun-Obj		John Landis	http://dbpedia.org/resource/Max_Landis	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/John_Landis	(**he=Max Landis**): He is the son of director John Landis	Max Landis (born August 3, 1985) is an American screenwriter, director, producer, and actor. He is best known for writing the films Chronicle (2012), American Ultra (2015), and Victor Frankenstein (2015), a film adaptation of Mary Shelley's 1818 novel Frankenstein, as well as a variety of short films including The Death and Return of Superman. He is the son of director John Landis and costume designer and historian Deborah Nadoolman Landis.	
Equal	Abstract	In Sentence	Sbj-Obj		Louise of Mecklenburg-Strelitz	http://dbpedia.org/resource/Princess_Louise_of_Prussia_(1808–1870)	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Louise_of_Mecklenburg-Strelitz	Princess Louise of Prussia (German: Luise Auguste Wilhelmine Amalie von Preußen, 1 February 1808, in Königsberg or Berlin – 6 December 1870, in Pauw Haus, Wassenaar) was the third surviving daughter and ninth child of Frederick William III of Prussia and Louise of Mecklenburg-Strelitz	Princess Louise of Prussia (German: Luise Auguste Wilhelmine Amalie von Preußen, 1 February 1808, in Königsberg or Berlin – 6 December 1870, in Pauw Haus, Wassenaar) was the third surviving daughter and ninth child of Frederick William III of Prussia and Louise of Mecklenburg-Strelitz.	
Equal	Abstract	In Sentence	Sbj-Obj		Louise of Savoy	http://dbpedia.org/resource/Francis_I_of_France	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Louise_of_Savoy	of Charles, Count of Angoulême, and Louise of Savoy	Francis I (French: François Ier) (12 September 1494 – 31 March 1547) was the first King of France from the Angoulême branch of the House of Valois, reigning from 1515 until his death. He was the son of Charles, Count of Angoulême, and Louise of Savoy. He succeeded his cousin and father-in-law Louis XII, who died without a male heir. A prodigious patron of the arts, he initiated the French Renaissance by attracting many Italian artists to work on the Château de Chambord, including Leonardo da Vinci, who brought the Mona Lisa with him, which Francis had acquired. Francis' reign saw important cultural changes with the rise of absolute monarchy in France, the spread of humanism and Protestantism, and the beginning of French exploration of the New World. Jacques Cartier and others claimed lands in the Americas for France and paved the way for the expansion of the first French colonial empire. For his role in the development and promotion of a standardized French language, he became known as le Père et Restaurateur des Lettres (the "Father and Restorer of Letters"). He was also known as François au Grand Nez ("Francis of the Large Nose"), the Grand Colas, and the Roi-Chevalier (the "Knight-King") for his personal involvement in the wars against his great rival the Holy Roman Emperor and King of Spain Charles V. Following the policy of his predecessors, Francis continued the Italian Wars. The succession of Charles V to the Burgundian Netherlands, the throne of Spain, and his subsequent election as Holy Roman Emperor, meant that France was geographically encircled by the Habsburg monarchy. In his struggle against Imperial hegemony, he sought the support of Henry VIII of England at the Field of the Cloth of Gold. When this was unsuccessful, he formed a Franco-Ottoman alliance with the Muslim sultan Suleiman the Magnificent, a controversial move for a Christian king at the time.	
Equal	Abstract	In Sentence	Sbj-Obj		Louise of the Netherlands	http://dbpedia.org/resource/Louise_of_Sweden	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Louise_of_the_Netherlands	of Charles XV of Sweden and his consort, Louise of the Netherlands	Louise Josephine Eugenie of Sweden (Swedish: Lovisa Josefina Eugenia; 31 October 1851 – 20 March 1926), was Queen of Denmark as the spouse of King Frederick VIII. She was the only surviving child of Charles XV of Sweden and his consort, Louise of the Netherlands.	
Equal	Abstract	In Sentence	Pronoun-Obj		Michael Verhoeven	http://dbpedia.org/resource/Simon_Verhoeven	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Michael_Verhoeven	(**he=Simon Verhoeven**): He is the son of actress Senta Berger and film director Michael Verhoeven	Simon Verhoeven (born 20 June 1972, Munich) is a German actor, screenwriter and film director. He is the son of actress Senta Berger and film director Michael Verhoeven. His filmography as an actor includes Bride of the Wind (2001) and The Sinking of the Laconia (2010).	
Contains	Abstract	In Paragraph	Sbj-Obj		Marcus Cocceius Nerva	http://dbpedia.org/resource/Trajan	http://dbpedia.org/ontology/parent	http://dbpedia.org/resource/Nerva	Trajan (/ˈtreɪdʒən/; Latin: Imperator Caesar Nerva Traianus Divi Nervae filius Augustus; 18 September 53 – 8 August 117 AD) was Roman emperor from 98 to 117 AD. Officially declared by the Senate optimus princeps ("the best ruler"), Trajan is remembered as a successful soldier-emperor who presided over the greatest military expansion in Roman history, leading the empire to attain its maximum territorial extent by the time of his death. He is also known for his philanthropic rule, overseeing extensive public building programs and implementing social welfare policies, which earned him his enduring reputation as the second of the Five Good Emperors who presided over an era of peace and prosperity in the Mediterranean world. Born in the city of Italica in the province of Hispania Baetica, Trajan's non-patrician family was of Italian and perhaps Iberian origin. Trajan rose to prominence during the reign of emperor Domitian. Serving as a legatus legionis in Hispania Tarraconensis, in 89 Trajan supported Domitian against a revolt on the Rhine led by Antonius Saturninus. In September 96, Domitian was succeeded by Marcus Cocceius Nerva	Trajan (/ˈtreɪdʒən/; Latin: Imperator Caesar Nerva Traianus Divi Nervae filius Augustus; 18 September 53 – 8 August 117 AD) was Roman emperor from 98 to 117 AD. Officially declared by the Senate optimus princeps ("the best ruler"), Trajan is remembered as a successful soldier-emperor who presided over the greatest military expansion in Roman history, leading the empire to attain its maximum territorial extent by the time of his death. He is also known for his philanthropic rule, overseeing extensive public building programs and implementing social welfare policies, which earned him his enduring reputation as the second of the Five Good Emperors who presided over an era of peace and prosperity in the Mediterranean world. Born in the city of Italica in the province of Hispania Baetica, Trajan's non-patrician family was of Italian and perhaps Iberian origin. Trajan rose to prominence during the reign of emperor Domitian. Serving as a legatus legionis in Hispania Tarraconensis, in 89 Trajan supported Domitian against a revolt on the Rhine led by Antonius Saturninus. In September 96, Domitian was succeeded by Marcus Cocceius Nerva, an old and childless senator who proved to be unpopular with the army. After a brief and tumultuous year in power, culminating in a revolt by members of the Praetorian Guard, Nerva was compelled to adopt the more popular Trajan as his heir and successor. He died on 27 January 98 and was succeeded by his adopted son without incident. As a civilian administrator, Trajan is best known for his extensive public building program, which reshaped the city of Rome and left numerous enduring landmarks such as Trajan's Forum, Trajan's Market and Trajan's Column. Early in his reign, he annexed the Nabataean Kingdom, creating the province of Arabia Petraea. His conquest of Dacia enriched the empire greatly, as the new province possessed many valuable gold mines. However, its exposed position north of the Danube made it susceptible to attack on three sides, and it was later abandoned by Emperor Aurelian. Trajan's war against the Parthian Empire ended with the sack of the capital Ctesiphon and the annexation of Armenia and Mesopotamia. His campaigns expanded the Roman Empire to its greatest territorial extent. In late 117, while sailing back to Rome, Trajan fell ill and died of a stroke in the city of Selinus. He was deified by the Senate and his ashes were laid to rest under Trajan's Column. He was succeeded by his adopted son Hadrian.	
